po_id,supplier_id,branch_id,order_date,expected_delivery_date,received_date,po_status,total_cost,total_gst_amount,grand_total
PO-382614,SUP0007,CHN001,12/17/2023,12/29/2023,1/2/2024,Received,35554904.61,9876019.991,45430924.6
PO-713190,SUP0002,DEL001,3/2/2020,3/12/2020,3/12/2020,Received,3521337.35,950617.785,4471955.135
PO-855116,SUP0002,AHM001,6/4/2022,6/14/2022,,Cancelled,5567644.6,1484936.329,7052580.929
PO-618271,SUP0008,KOL001,7/3/2023,7/29/2023,7/29/2023,Received,34977383.81,9793667.467,44771051.28
PO-240986,SUP0008,HYD001,7/30/2023,8/25/2023,8/25/2023,Received,31696207,8810729.717,40506936.72
PO-286985,SUP0001,CHN001,8/13/2022,9/1/2022,9/1/2022,Received,34092028.71,9462372.777,43554401.49
PO-526373,SUP0008,KOL001,6/1/2022,6/27/2022,6/27/2022,Received,38736829.97,10807624.71,49544454.68
PO-785490,SUP0007,HYD001,5/26/2024,6/7/2024,6/7/2024,Received,10987039.67,2944927.993,13931967.66
PO-312913,SUP0004,AHM001,2/15/2020,3/4/2020,3/5/2020,Received,14283609.6,3968677.789,18252287.39
PO-595780,SUP0002,AHM001,6/16/2021,6/26/2021,6/26/2021,Received,13420771.05,3755090.559,17175861.61
PO-538460,SUP0003,HYD001,6/19/2023,7/5/2023,7/5/2023,Received,17671532.34,4867951.729,22539484.07
PO-681360,SUP0002,DEL001,8/16/2024,8/26/2024,8/26/2024,Received,2075285.98,548458.4684,2623744.448
PO-608817,SUP0003,HYD001,12/29/2022,1/14/2023,1/14/2023,Received,26085793.19,7008348.616,33094141.81
PO-232445,SUP0005,PUN001,7/15/2022,8/12/2022,8/12/2022,Received,35094719.09,9750872.003,44845591.09
PO-104431,SUP0007,KOL001,2/28/2021,3/12/2021,3/12/2021,Received,16668361.63,4632965.216,21301326.85
PO-353535,SUP0007,DEL001,11/10/2019,11/22/2019,,Cancelled,3300861.93,896696.3724,4197558.302
PO-374048,SUP0003,PUN001,1/27/2021,2/12/2021,2/12/2021,Received,5875336.42,1557981.076,7433317.496
PO-659987,SUP0002,PUN001,7/6/2024,7/16/2024,7/16/2024,Received,1858922.92,520498.4176,2379421.338
PO-421178,SUP0001,CHN001,3/27/2020,4/15/2020,4/15/2020,Received,24446694.85,6705936.009,31152630.86
PO-354307,SUP0005,CHN001,5/27/2020,6/24/2020,6/24/2020,Received,6327172.88,1662712.717,7989885.597
PO-661635,SUP0007,CHN001,6/17/2024,6/29/2024,6/29/2024,Received,9736658.34,2701547.467,12438205.81
PO-585738,SUP0006,KOL001,10/3/2023,10/13/2023,10/13/2023,Received,20422382.61,5539226.268,25961608.88
PO-322202,SUP0004,CHN001,9/19/2024,10/7/2024,10/7/2024,Received,8784436.33,2314566.991,11099003.32
PO-830998,SUP0006,DEL001,5/9/2022,5/19/2022,5/25/2022,Received,25996157.16,7096558.683,33092715.84
PO-259571,SUP0006,AHM001,12/11/2022,12/21/2022,12/21/2022,Received,10863769.49,2967177.566,13830947.06
PO-151149,SUP0008,AHM001,7/16/2022,8/11/2022,8/8/2022,Received,7824155.06,2163930.877,9988085.937
PO-118004,SUP0006,AHM001,10/28/2020,11/7/2020,11/7/2020,Received,953246.47,206027.5266,1159273.997
PO-508742,SUP0002,DEL001,2/19/2020,2/29/2020,2/29/2020,Received,3181927.2,795752.19,3977679.39
PO-662907,SUP0004,CHN001,12/8/2022,12/26/2022,12/26/2022,Received,6957602.56,1925435.981,8883038.541
PO-185844,SUP0005,PUN001,7/3/2020,7/31/2020,7/31/2020,Received,9931832.61,2752509.494,12684342.1
PO-751852,SUP0005,KOL001,11/13/2024,12/11/2024,12/11/2024,Received,21073569.77,5874451.89,26948021.66
PO-133381,SUP0003,DEL001,11/1/2024,11/17/2024,11/17/2024,Received,14606553.99,3845666.212,18452220.2
PO-752265,SUP0002,PUN001,3/4/2021,3/14/2021,3/14/2021,Received,7464267.82,2064617.609,9528885.429
PO-541703,SUP0008,CHN001,4/20/2021,5/16/2021,5/16/2021,Received,15150166.46,4129212.999,19279379.46
PO-280246,SUP0004,DEL001,6/21/2022,7/9/2022,7/9/2022,Received,14243385.92,3798051.27,18041437.19
PO-108317,SUP0001,HYD001,7/13/2019,8/1/2019,8/1/2019,Received,23810755.66,6655949.945,30466705.6
PO-154157,SUP0003,AHM001,8/12/2020,8/28/2020,8/28/2020,Received,18119113.21,5029235.468,23148348.68
PO-273775,SUP0002,DEL001,4/8/2019,4/18/2019,4/18/2019,Received,12331666.38,3396653.558,15728319.94
PO-674577,SUP0007,AHM001,11/18/2021,11/30/2021,11/30/2021,Received,19803318.93,5483589.473,25286908.4
PO-828005,SUP0007,DEL001,12/15/2023,12/27/2023,12/27/2023,Received,8969553.79,2204222.146,11173775.94
PO-961315,SUP0003,AHM001,7/19/2024,8/4/2024,8/4/2024,Received,12450171.46,3486048.009,15936219.47
PO-251386,SUP0006,AHM001,8/25/2021,9/4/2021,9/5/2021,Received,4961712.16,1388127.069,6349839.229
PO-841147,SUP0007,DEL001,11/22/2024,12/4/2024,12/4/2024,Received,23854801.6,6620283.868,30475085.47
PO-995832,SUP0001,DEL001,10/26/2022,11/14/2022,11/14/2022,Received,15714096.29,4399946.961,20114043.25
PO-376537,SUP0006,PUN001,11/20/2023,11/30/2023,11/30/2023,Received,14821983.25,4056655.87,18878639.12
PO-640445,SUP0005,KOL001,9/23/2022,10/21/2022,10/21/2022,Received,6619344.61,1796706.195,8416050.805
PO-805570,SUP0006,PUN001,4/7/2020,4/17/2020,4/19/2020,Received,11756403.75,3285730.95,15042134.7
PO-307519,SUP0005,DEL001,8/6/2024,9/3/2024,9/3/2024,Received,24468749.06,6851249.737,31319998.8
PO-905535,SUP0008,PUN001,11/26/2024,12/22/2024,,Cancelled,7815796.95,1930259.49,9746056.44
PO-222237,SUP0004,AHM001,8/9/2020,8/27/2020,8/27/2020,Received,8849628.76,2386159.715,11235788.47
PO-618955,SUP0002,HYD001,2/21/2024,3/2/2024,3/2/2024,Received,15895401.37,4420390.597,20315791.97
PO-183189,SUP0001,DEL001,10/29/2022,11/17/2022,11/17/2022,Received,20665273.99,5555092.06,26220366.05
PO-219933,SUP0002,PUN001,1/8/2022,1/18/2022,1/18/2022,Received,18244955.25,5037372.718,23282327.97
PO-238069,SUP0004,HYD001,3/28/2022,4/15/2022,4/15/2022,Received,38292018.24,10469860.81,48761879.05
PO-884426,SUP0004,CHN001,7/1/2021,7/19/2021,7/19/2021,Received,14231926.05,3878217.728,18110143.78
PO-784432,SUP0003,AHM001,2/27/2024,3/14/2024,3/14/2024,Received,22635222.65,6321114.542,28956337.19
PO-342511,SUP0004,DEL001,1/27/2024,2/14/2024,2/14/2024,Received,18776241.79,5121993.294,23898235.08
PO-560692,SUP0003,KOL001,3/23/2022,4/8/2022,4/8/2022,Received,11096239.02,2881150.529,13977389.55
PO-861715,SUP0006,HYD001,10/22/2024,11/1/2024,,Cancelled,29950236.36,8357231.848,38307468.21
PO-953966,SUP0006,KOL001,3/12/2022,3/22/2022,3/22/2022,Received,29055377.22,7879361.834,36934739.05
PO-343783,SUP0007,AHM001,3/24/2024,4/5/2024,4/5/2024,Received,6747894.79,1889410.541,8637305.331
PO-177259,SUP0005,DEL001,9/12/2024,10/10/2024,10/10/2024,Received,11851570.27,3073219.865,14924790.13
PO-621812,SUP0008,HYD001,4/5/2023,5/1/2023,5/4/2023,Received,5852107.52,1638590.106,7490697.626
PO-934061,SUP0002,KOL001,3/3/2019,3/13/2019,3/13/2019,Received,26506365.75,7357468.338,33863834.09
PO-569653,SUP0006,HYD001,12/22/2019,1/1/2020,1/1/2020,Received,21509750.6,5956923.904,27466674.5
PO-993061,SUP0008,AHM001,1/14/2021,2/9/2021,2/9/2021,Received,1243402.79,311614.3602,1555017.15
PO-366865,SUP0008,KOL001,12/10/2020,1/5/2021,1/9/2021,Received,16128502.2,4499048.436,20627550.64
PO-307429,SUP0005,KOL001,6/11/2020,7/9/2020,7/9/2020,Received,6604520.86,1833651.748,8438172.608
PO-138450,SUP0001,AHM001,7/11/2020,7/30/2020,7/30/2020,Received,24293902.73,6797812.264,31091714.99
PO-771475,SUP0002,AHM001,12/6/2024,12/16/2024,12/16/2024,Received,5567742.63,1558967.936,7126710.566
PO-519760,SUP0003,CHN001,9/11/2021,9/27/2021,9/27/2021,Received,10775889.99,2978000.78,13753890.77
PO-260966,SUP0004,CHN001,4/28/2021,5/16/2021,5/16/2021,Received,505964.4,141670.032,647634.432
PO-297549,SUP0001,PUN001,1/23/2024,2/11/2024,2/11/2024,Received,12114041.82,3332486.136,15446527.96
PO-625605,SUP0005,AHM001,10/13/2020,11/10/2020,11/10/2020,Received,50513361.9,13944890.84,64458252.74
PO-450496,SUP0002,CHN001,9/13/2019,9/23/2019,,Cancelled,36483761.25,10195081.18,46678842.43
PO-182984,SUP0006,HYD001,5/12/2021,5/22/2021,5/22/2021,Received,8226522.84,2297817.821,10524340.66
PO-819416,SUP0005,PUN001,7/15/2022,8/12/2022,,Cancelled,5365233.3,1496026.463,6861259.763
PO-617719,SUP0008,CHN001,12/25/2020,1/20/2021,1/20/2021,Received,25897035.49,7117109.869,33014145.36
PO-855790,SUP0005,PUN001,11/29/2024,12/27/2024,12/31/2024,Received,8903010.46,2481010.727,11384021.19
PO-893383,SUP0005,AHM001,5/5/2019,6/2/2019,6/2/2019,Received,13550243.18,3750200.053,17300443.23
PO-699372,SUP0001,DEL001,6/17/2023,7/6/2023,7/6/2023,Received,24536544.17,6770534.975,31307079.14
PO-395292,SUP0004,PUN001,1/14/2024,2/1/2024,,Cancelled,27941858.74,7574678.742,35516537.48
PO-112341,SUP0006,CHN001,11/20/2022,11/30/2022,12/6/2022,Received,3532815.4,980637.244,4513452.644
PO-684295,SUP0006,PUN001,10/26/2019,11/5/2019,11/5/2019,Received,23820256.5,6669671.82,30489928.32
PO-664684,SUP0002,KOL001,6/29/2024,7/9/2024,7/9/2024,Received,9312659.09,2423866.114,11736525.2
PO-369726,SUP0005,PUN001,6/27/2024,7/25/2024,7/25/2024,Received,9975693.03,2641726.739,12617419.77
PO-800673,SUP0004,KOL001,4/26/2022,5/14/2022,5/14/2022,Received,26179918.97,7306160.12,33486079.09
PO-295698,SUP0007,HYD001,2/6/2023,2/18/2023,2/18/2023,Received,9523459.08,2434054.874,11957513.95
PO-428230,SUP0002,DEL001,4/19/2023,4/29/2023,4/29/2023,Received,4866634.6,1186260.676,6052895.276
PO-938513,SUP0008,CHN001,5/8/2023,6/3/2023,6/3/2023,Received,2466421.8,690598.104,3157019.904
PO-887281,SUP0005,DEL001,8/9/2022,9/6/2022,9/7/2022,Received,12577928.01,3500514.304,16078442.31
PO-452110,SUP0006,AHM001,10/23/2019,11/2/2019,11/2/2019,Received,12328213.87,2977649.398,15305863.27
PO-553801,SUP0005,HYD001,9/20/2019,10/18/2019,10/18/2019,Received,2657074.43,720646.7254,3377721.155
PO-507826,SUP0007,CHN001,12/7/2020,12/19/2020,12/19/2020,Received,8712834.43,2361616.765,11074451.2
PO-991654,SUP0005,PUN001,4/17/2020,5/15/2020,5/15/2020,Received,21457560.04,5746743.883,27204303.92
PO-413826,SUP0002,PUN001,12/20/2023,12/30/2023,12/30/2023,Received,8991415.8,2453241.07,11444656.87
PO-962803,SUP0007,AHM001,12/9/2022,12/21/2022,12/21/2022,Received,29616924.7,8291694.826,37908619.53
PO-899323,SUP0001,CHN001,3/3/2020,3/22/2020,3/22/2020,Received,33412131.22,9159339.19,42571470.41
PO-307443,SUP0007,HYD001,8/19/2024,8/31/2024,,Cancelled,840860.1,151354.818,992214.918
PO-484071,SUP0006,AHM001,3/2/2023,3/12/2023,3/11/2023,Received,1891878.28,497216.2704,2389094.55
PO-339212,SUP0008,CHN001,3/13/2023,4/8/2023,,Cancelled,22442237.15,6141200.699,28583437.85
PO-705639,SUP0005,PUN001,3/31/2020,4/28/2020,,Cancelled,14959993.44,4004321.246,18964314.69
PO-845740,SUP0003,AHM001,3/28/2019,4/13/2019,4/18/2019,Received,21569943.72,6011969.338,27581913.06
PO-671686,SUP0002,DEL001,8/5/2019,8/15/2019,8/15/2019,Received,7369988.49,2035214.725,9405203.215
PO-518209,SUP0001,CHN001,1/27/2021,2/15/2021,2/15/2021,Received,2291537.69,625601.7522,2917139.442
PO-167792,SUP0004,DEL001,8/7/2024,8/25/2024,8/30/2024,Received,5357321.07,1472689.521,6830010.591
PO-464730,SUP0007,HYD001,7/15/2024,7/27/2024,7/27/2024,Received,11122210.25,3080654.674,14202864.92
PO-623312,SUP0003,DEL001,3/31/2019,4/16/2019,4/16/2019,Received,5564515.01,1199411.146,6763926.156
PO-705278,SUP0006,PUN001,9/1/2024,9/11/2024,9/17/2024,Received,22989905.06,6288304.16,29278209.22
PO-474861,SUP0004,KOL001,11/1/2020,11/19/2020,11/23/2020,Received,27965311.05,7594651.327,35559962.38
PO-630942,SUP0007,AHM001,2/27/2021,3/11/2021,3/11/2021,Received,5120323.76,1254842.619,6375166.379
PO-231141,SUP0008,CHN001,3/11/2019,4/6/2019,4/6/2019,Received,3931231.83,867612.9614,4798844.791
PO-177954,SUP0007,HYD001,2/16/2024,2/28/2024,2/28/2024,Received,30925244.97,8589231.874,39514476.84
PO-361637,SUP0006,KOL001,12/24/2020,1/3/2021,1/8/2021,Received,14102349.19,3783275.129,17885624.32
PO-761644,SUP0006,PUN001,5/17/2021,5/27/2021,5/27/2021,Received,6521112.56,1661562.11,8182674.67
PO-549513,SUP0003,KOL001,11/18/2020,12/4/2020,12/4/2020,Received,25836765.63,7119849.605,32956615.24
PO-381030,SUP0001,AHM001,8/9/2020,8/28/2020,8/28/2020,Received,10385975.75,2676352.149,13062327.9
PO-756298,SUP0003,KOL001,6/1/2022,6/17/2022,6/17/2022,Received,7635128.8,2050295.142,9685423.942
PO-845403,SUP0001,KOL001,7/10/2023,7/29/2023,7/29/2023,Received,7546342.36,2048988.021,9595330.381
PO-677416,SUP0001,CHN001,9/4/2019,9/23/2019,9/23/2019,Received,8046702.76,2253076.773,10299779.53
PO-982010,SUP0007,DEL001,8/30/2020,9/11/2020,9/11/2020,Received,3857054.25,1079975.19,4937029.44
PO-232484,SUP0004,HYD001,10/10/2020,10/28/2020,11/4/2020,Received,43248126.68,12079445.83,55327572.51
PO-605380,SUP0003,AHM001,12/19/2020,1/4/2021,1/4/2021,Received,19206563.04,5377837.651,24584400.69
PO-987047,SUP0002,KOL001,2/6/2024,2/16/2024,2/19/2024,Received,19712824.12,5473532.185,25186356.3
PO-132211,SUP0003,CHN001,6/9/2021,6/25/2021,6/25/2021,Received,8134862.91,2274870.307,10409733.22
PO-929958,SUP0002,KOL001,6/4/2020,6/14/2020,6/14/2020,Received,1939436.93,543042.3404,2482479.27
PO-846780,SUP0006,DEL001,10/3/2024,10/13/2024,10/13/2024,Received,17148628.09,4746170.576,21894798.67
PO-566548,SUP0001,DEL001,12/15/2024,1/3/2025,1/10/2025,Received,8350681.79,2322676.402,10673358.19
PO-456293,SUP0005,AHM001,7/26/2019,8/23/2019,8/22/2019,Received,180303.21,32454.5778,212757.7878
PO-795776,SUP0007,AHM001,2/20/2024,3/3/2024,3/8/2024,Received,8437149.7,2305561.834,10742711.53
PO-798739,SUP0003,AHM001,2/16/2020,3/3/2020,3/3/2020,Received,1536792.84,430301.9952,1967094.835
PO-787900,SUP0004,CHN001,6/22/2024,7/10/2024,7/10/2024,Received,13015430.44,3623480.779,16638911.22
PO-554757,SUP0004,HYD001,3/24/2023,4/11/2023,4/11/2023,Received,11869318.95,3323409.306,15192728.26
PO-873213,SUP0002,KOL001,6/18/2019,6/28/2019,7/3/2019,Received,1049701.67,293916.4676,1343618.138
PO-467576,SUP0002,HYD001,2/10/2021,2/20/2021,2/22/2021,Received,18644613.86,5139214.18,23783828.04
PO-240702,SUP0008,KOL001,3/7/2019,4/2/2019,4/2/2019,Received,31289102.24,8601358.299,39890460.54
PO-332131,SUP0002,KOL001,7/28/2024,8/7/2024,8/9/2024,Received,923706.61,255514.8898,1179221.5
PO-708899,SUP0007,DEL001,12/7/2022,12/19/2022,12/19/2022,Received,17887127.75,5008395.77,22895523.52
PO-651907,SUP0002,CHN001,12/26/2024,1/5/2025,1/5/2025,Received,2868176.97,790233.3546,3658410.325
PO-372206,SUP0003,DEL001,12/12/2024,12/28/2024,12/28/2024,Received,3641571.9,1019640.132,4661212.032
PO-459870,SUP0002,CHN001,2/8/2021,2/18/2021,2/18/2021,Received,19247246.75,5356720.106,24603966.86
PO-440730,SUP0002,CHN001,8/27/2021,9/6/2021,9/6/2021,Received,28383440.83,7844026.811,36227467.64
PO-793006,SUP0003,KOL001,4/2/2022,4/18/2022,4/20/2022,Received,1156505.93,249055.0074,1405560.937
PO-396329,SUP0005,CHN001,10/24/2020,11/21/2020,11/21/2020,Received,12578300.72,3513413.668,16091714.39
PO-451748,SUP0007,CHN001,5/8/2020,5/20/2020,5/20/2020,Received,13005199.71,3302124.318,16307324.03
PO-974235,SUP0003,PUN001,9/11/2023,9/27/2023,9/27/2023,Received,1463556.02,405772.2036,1869328.224
PO-653210,SUP0005,DEL001,11/6/2022,12/4/2022,12/4/2022,Received,13324441.87,3405013.618,16729455.49
PO-937433,SUP0006,HYD001,7/30/2024,8/9/2024,8/9/2024,Received,37117342.67,10167921.39,47285264.06
PO-885505,SUP0001,KOL001,9/22/2021,10/11/2021,10/11/2021,Received,3778072.86,1047452.756,4825525.616
PO-138628,SUP0006,DEL001,8/13/2023,8/23/2023,8/26/2023,Received,13147051.75,3671843.65,16818895.4
PO-526776,SUP0008,CHN001,9/26/2019,10/22/2019,10/22/2019,Received,33141057.48,9058569.037,42199626.52
PO-602545,SUP0005,KOL001,1/23/2020,2/20/2020,2/20/2020,Received,738893.21,133000.7778,871893.9878
PO-390873,SUP0001,KOL001,1/30/2021,2/18/2021,,Cancelled,11243845.26,3087410.655,14331255.91
PO-377624,SUP0006,DEL001,1/21/2024,1/31/2024,1/31/2024,Received,2907439.92,814083.1776,3721523.098
PO-267459,SUP0006,DEL001,11/14/2023,11/24/2023,11/28/2023,Received,18242794.39,5069003.416,23311797.81
PO-446828,SUP0003,PUN001,6/29/2019,7/15/2019,7/15/2019,Received,28093872.1,7838230.748,35932102.85
PO-613774,SUP0001,DEL001,3/11/2021,3/30/2021,4/4/2021,Received,4233768.83,1175874.633,5409643.463
PO-914879,SUP0006,CHN001,2/12/2020,2/22/2020,2/22/2020,Received,3822700.59,1070356.165,4893056.755
PO-400977,SUP0004,CHN001,10/26/2023,11/13/2023,11/13/2023,Received,4981117.21,1394712.819,6375830.029
PO-768546,SUP0001,DEL001,3/22/2022,4/10/2022,4/10/2022,Received,26734230.49,7442411.221,34176641.71
PO-416448,SUP0008,HYD001,9/14/2021,10/10/2021,10/15/2021,Received,30677318.22,8555497.219,39232815.44
PO-577975,SUP0001,PUN001,10/11/2021,10/30/2021,11/5/2021,Received,18324626.35,5130895.378,23455521.73
PO-204521,SUP0007,AHM001,1/15/2024,1/27/2024,1/27/2024,Received,31269080,8755342.4,40024422.4
PO-595949,SUP0003,CHN001,3/2/2021,3/18/2021,3/18/2021,Received,23316859.7,6489013.595,29805873.3
PO-428990,SUP0002,AHM001,11/4/2019,11/14/2019,11/14/2019,Received,4249655.24,1184214.369,5433869.609
PO-873288,SUP0005,CHN001,3/7/2019,4/4/2019,4/4/2019,Received,26673804.8,7444622.595,34118427.39
PO-132823,SUP0003,CHN001,8/12/2019,8/28/2019,8/28/2019,Received,222320.27,40017.6486,262337.9186
PO-793790,SUP0007,KOL001,2/20/2023,3/4/2023,3/4/2023,Received,15502133.23,4215990.348,19718123.58
PO-674045,SUP0008,DEL001,3/1/2019,3/27/2019,3/27/2019,Received,21360414.47,5887659.955,27248074.42
PO-151883,SUP0004,KOL001,6/4/2022,6/22/2022,6/22/2022,Received,17005918.14,4718733.427,21724651.57
PO-129767,SUP0002,PUN001,7/23/2023,8/2/2023,8/2/2023,Received,4075702.15,1090303.365,5166005.515
PO-189621,SUP0004,PUN001,1/22/2023,2/9/2023,2/9/2023,Received,10980091.92,3024543.021,14004634.94
PO-836348,SUP0007,HYD001,4/18/2023,4/30/2023,4/30/2023,Received,9349049.07,2543499.409,11892548.48
PO-613518,SUP0001,PUN001,1/27/2024,2/15/2024,2/15/2024,Received,31551757.34,8737692.911,40289450.25
PO-755584,SUP0003,CHN001,12/19/2020,1/4/2021,,Cancelled,49147172.52,13492909.4,62640081.92
PO-277449,SUP0008,AHM001,6/8/2019,7/4/2019,7/4/2019,Received,11018257.19,3084336.315,14102593.51
PO-583317,SUP0005,PUN001,6/6/2022,7/4/2022,7/4/2022,Received,37772958.88,10221745.83,47994704.71
PO-386726,SUP0004,DEL001,3/18/2023,4/5/2023,,Cancelled,55705194.83,15444455,71149649.83
PO-998310,SUP0008,AHM001,11/29/2019,12/25/2019,12/25/2019,Received,3498783.06,928730.6078,4427513.668
PO-964562,SUP0005,DEL001,3/31/2020,4/28/2020,4/28/2020,Received,40627885.16,11239481.41,51867366.57
PO-702629,SUP0006,KOL001,1/1/2019,1/11/2019,1/11/2019,Received,6985581.42,1872275.695,8857857.115
PO-562877,SUP0001,HYD001,5/21/2019,6/9/2019,6/9/2019,Received,13408854.85,3727856.397,17136711.25
PO-911683,SUP0006,HYD001,3/19/2021,3/29/2021,3/29/2021,Received,14636760.01,3989778.371,18626538.38
PO-974983,SUP0004,PUN001,8/22/2022,9/9/2022,9/9/2022,Received,1316524.7,359931.566,1676456.266
PO-736611,SUP0005,HYD001,1/17/2021,2/14/2021,2/14/2021,Received,31893710.68,8921264.737,40814975.42
PO-998608,SUP0001,DEL001,4/19/2022,5/8/2022,5/8/2022,Received,17904011.04,4913816.586,22817827.63
PO-798143,SUP0001,DEL001,10/8/2020,10/27/2020,10/30/2020,Received,6550139.63,1713898.678,8264038.308
PO-989094,SUP0004,AHM001,7/3/2024,7/21/2024,7/21/2024,Received,15774219,4395770.063,20169989.06
PO-336589,SUP0002,DEL001,11/16/2020,11/26/2020,12/1/2020,Received,105145.68,18926.2224,124071.9024
PO-300609,SUP0006,PUN001,8/25/2019,9/4/2019,9/7/2019,Received,35339007.91,9854894.005,45193901.91
PO-605830,SUP0003,CHN001,2/27/2020,3/14/2020,3/11/2020,Received,1111538,308147.54,1419685.54
PO-319440,SUP0001,CHN001,10/16/2023,11/4/2023,,Cancelled,29361465.16,8090818.805,37452283.96
PO-964516,SUP0006,CHN001,2/13/2020,2/23/2020,2/23/2020,Received,15391181.27,4292814.289,19683995.56
PO-396358,SUP0004,CHN001,5/12/2022,5/30/2022,5/30/2022,Received,8168896.08,2283106.202,10452002.28
PO-159587,SUP0001,KOL001,5/9/2024,5/28/2024,5/28/2024,Received,9706337.27,2618951.121,12325288.39
PO-423655,SUP0007,KOL001,8/11/2019,8/23/2019,8/23/2019,Received,28364837.22,7784710.844,36149548.06
PO-919168,SUP0008,HYD001,6/24/2022,7/20/2022,7/20/2022,Received,22739604.85,6335879.651,29075484.5
PO-571764,SUP0003,AHM001,11/4/2020,11/20/2020,11/20/2020,Received,18137280.14,4973690.167,23110970.31
PO-107158,SUP0005,KOL001,3/15/2023,4/12/2023,,Cancelled,13166104.95,3686509.386,16852614.34
PO-456584,SUP0003,PUN001,7/11/2019,7/27/2019,,Cancelled,9262833.96,2491495.803,11754329.76
PO-443232,SUP0008,HYD001,3/24/2022,4/19/2022,4/21/2022,Received,34723065.85,9712721.266,44435787.12
PO-988970,SUP0004,HYD001,7/30/2023,8/17/2023,8/21/2023,Received,12975130.77,3419815.677,16394946.45
PO-680140,SUP0001,DEL001,11/3/2021,11/22/2021,11/22/2021,Received,2732883.61,761813.7758,3494697.386
PO-522908,SUP0007,DEL001,10/15/2024,10/27/2024,10/31/2024,Received,19986114.58,5540008.358,25526122.94
PO-837086,SUP0003,KOL001,8/9/2022,8/25/2022,8/25/2022,Received,2372428.98,627228.9004,2999657.88
PO-886079,SUP0001,DEL001,2/11/2020,3/1/2020,3/1/2020,Received,35095279.8,9805764.878,44901044.68
PO-504015,SUP0008,CHN001,5/3/2020,5/29/2020,5/29/2020,Received,6596776.71,1767174.936,8363951.646
PO-658428,SUP0002,KOL001,4/7/2023,4/17/2023,4/17/2023,Received,478872,134084.16,612956.16
PO-733248,SUP0007,CHN001,10/3/2022,10/15/2022,10/15/2022,Received,1347651.4,376414.029,1724065.429
PO-316509,SUP0006,KOL001,11/23/2023,12/3/2023,12/5/2023,Received,9759175.98,2510903.399,12270079.38
PO-700986,SUP0008,DEL001,10/23/2021,11/18/2021,11/18/2021,Received,18641188.35,4977641.801,23618830.15
PO-866080,SUP0001,PUN001,3/26/2021,4/14/2021,4/14/2021,Received,3078987.17,806056.2296,3885043.4
PO-891625,SUP0008,DEL001,7/27/2019,8/22/2019,8/25/2019,Received,2729544.3,764272.404,3493816.704
PO-507537,SUP0002,DEL001,9/4/2019,9/14/2019,9/14/2019,Received,12667418.8,3354569.65,16021988.45
PO-821659,SUP0003,HYD001,7/23/2019,8/8/2019,8/7/2019,Received,2284249.07,626066.3176,2910315.388
PO-607640,SUP0002,AHM001,4/7/2022,4/17/2022,4/17/2022,Received,1699033.59,305826.0462,2004859.636
PO-543389,SUP0008,KOL001,8/6/2019,9/1/2019,9/8/2019,Received,9106305.05,2522588.615,11628893.67
PO-394915,SUP0002,AHM001,12/2/2022,12/12/2022,12/17/2022,Received,204956.44,36892.1592,241848.5992
PO-334344,SUP0002,KOL001,11/30/2023,12/10/2023,12/10/2023,Received,53935755.22,15075640.92,69011396.14
PO-912025,SUP0005,AHM001,4/26/2020,5/24/2020,5/24/2020,Received,3223957.75,849599.649,4073557.399
PO-765360,SUP0001,AHM001,12/10/2022,12/29/2022,12/29/2022,Received,17774115.27,4776703.419,22550818.69
PO-996740,SUP0002,PUN001,2/13/2021,2/23/2021,2/23/2021,Received,24758456.32,6391750.707,31150207.03
PO-628355,SUP0004,HYD001,10/30/2021,11/17/2021,11/17/2021,Received,2356746.67,627076.4056,2983823.076
PO-479309,SUP0006,HYD001,8/2/2022,8/12/2022,8/12/2022,Received,14501920.97,3890547.273,18392468.24
PO-979219,SUP0002,AHM001,1/23/2022,2/2/2022,2/5/2022,Received,15057254.63,4190835.878,19248090.51
PO-801551,SUP0004,CHN001,7/1/2022,7/19/2022,7/19/2022,Received,12343849.59,3431293.01,15775142.6
PO-152669,SUP0001,HYD001,8/20/2023,9/8/2023,9/8/2023,Received,3482331.64,837520.8192,4319852.459
PO-367560,SUP0004,DEL001,7/9/2022,7/27/2022,7/27/2022,Received,22709866.05,6340603.221,29050469.27
PO-487511,SUP0006,AHM001,2/26/2021,3/8/2021,3/8/2021,Received,1618748.1,453249.468,2071997.568
PO-387980,SUP0007,HYD001,12/1/2024,12/13/2024,12/13/2024,Received,7278552.63,2032825.538,9311378.168
PO-824829,SUP0004,KOL001,11/24/2021,12/12/2021,12/12/2021,Received,25847839.71,7092997.791,32940837.5
PO-771535,SUP0008,DEL001,12/5/2021,12/31/2021,12/31/2021,Received,16944987.3,4470263.645,21415250.95
PO-790351,SUP0008,HYD001,10/9/2019,11/4/2019,11/3/2019,Received,16545412.08,4623259.902,21168671.98
PO-403362,SUP0002,CHN001,2/17/2021,2/27/2021,2/27/2021,Received,1022681.18,224322.4904,1247003.67
PO-609131,SUP0003,AHM001,3/14/2024,3/30/2024,3/30/2024,Received,6555670.45,1551330.685,8107001.135
PO-457405,SUP0001,HYD001,2/24/2020,3/14/2020,3/14/2020,Received,2372983.55,469292.244,2842275.794
PO-448829,SUP0005,CHN001,5/15/2020,6/12/2020,6/12/2020,Received,243796.8,43883.424,287680.224
